experiment_id,instrument,OpenTS per 5 minutes,CloseTS per 5 minutes,duration in hours,duration in minutes,job_id,amount,lowest_v,highest_v,profit_v,profit_p,max_DD,open_price,close_price,tp_p,Losing streak,Winning streak,Transform HH,Transform day/night,WEST,ASIA,total nr of trades,AVG trade duration,AVG nov-dec,AVG jan-may,AVG june-oct,profitable trades,Losing trades,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-06-01 22:20,2022-06-01 22:50,0:30,30,,"17,977",17780.21,18513.41,385.17,2.14,-1.09,3.92,4.01,3,0,1,22,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-06-02 15:10,2022-06-02 15:40,0:30,30,,"18,362",18302.64,18913.02,536.68,2.92,-0.32,4.01,4.13,3,0,2,15,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-06-06 17:10,2022-06-06 17:40,0:30,30,,"18,899",18538.16,19101.24,101.52,0.54,-1.91,4.36,4.39,3,0,3,17,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-06-07 2:30,2022-06-07 15:50,13:20,800,,"19,000",17993.96,19076.31,-614.31,-3.23,-5.3,4.21,4.08,3,1,0,2,0,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-06-08 0:40,2022-06-08 0:50,0:10,10,,"18,386",18372.26,18937.62,537.38,2.92,-0.07,4.08,4.2,3,0,1,0,0,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-06-08 11:10,2022-06-08 11:50,0:40,40,,"18,923",18779.43,19298.67,360.78,1.91,-0.76,4.37,4.46,3,0,2,11,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-06-10 14:30,2022-06-10 22:10,7:40,460,,"19,284",18186.67,19721.03,-615.13,-3.19,-5.69,4.27,4.14,3,1,0,14,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-06-11 11:00,2022-06-11 15:30,4:30,270,,"18,669",17579.72,19029.11,-635.34,-3.4,-5.84,3.99,3.86,3,2,0,11,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-06-11 21:40,2022-06-12 0:30,2:50,170,,"18,034",17422.61,18066.19,-27.03,-0.15,-3.39,3.92,3.92,3,3,0,21,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-06-12 4:20,2022-06-12 8:20,4:00,240,,"18,007",16711.5,18190.39,-421.07,-2.34,-7.19,3.65,3.57,3,4,0,4,0,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-06-13 2:50,2022-06-13 5:20,2:30,150,,"17,586",16735.67,17677.06,-130.88,-0.74,-4.83,3.36,3.34,3,5,0,2,0,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-06-13 6:50,2022-06-13 7:20,0:30,30,,"17,455",17340.86,17794.54,225.7,1.29,-0.65,3.46,3.51,3,0,1,6,0,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-06-13 9:30,2022-06-13 11:10,1:40,100,,"17,680",16653.07,18094.21,133.5,0.76,-5.81,3.31,3.34,3,0,2,9,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-06-13 11:40,2022-06-13 11:50,0:10,10,,"17,814",17634.76,18348.38,520.66,2.92,-1.01,3.22,3.32,3,0,3,11,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-06-13 13:00,2022-06-13 14:10,1:10,70,,"18,335",18035.5,18884.65,535.88,2.92,-1.63,3.21,3.31,3,0,4,13,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-06-13 22:50,2022-06-14 1:30,2:40,160,,"18,870",18034.12,19294.87,-247.38,-1.31,-4.43,3.44,3.4,3,1,0,22,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-06-14 2:30,2022-06-14 4:00,1:30,90,,"18,623",17847.38,19153.28,-27.91,-0.15,-4.17,3.42,3.42,3,2,0,2,0,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-06-14 11:30,2022-06-14 14:00,2:30,150,,"18,595",17494.34,18788.3,-648.51,-3.49,-5.92,3.59,3.47,3,3,0,11,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-06-14 19:50,2022-06-14 20:40,0:50,50,,"17,947",17732.87,18485.09,524.54,2.92,-1.19,3.58,3.69,3,0,1,19,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-06-14 21:00,2022-06-15 1:00,4:00,240,,"18,471",17458.27,18615.14,-553.14,-2.99,-5.48,3.51,3.41,3,1,0,21,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-06-15 9:40,2022-06-15 12:10,2:30,150,,"17,918",17119.36,18218.77,-131.48,-0.73,-4.46,3.42,3.4,3,2,0,9,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-06-15 20:20,2022-06-15 20:30,0:10,10,,"17,787",17717.56,18320.2,519.86,2.92,-0.39,3.19,3.29,3,0,1,20,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-06-16 11:00,2022-06-16 12:50,1:50,110,,"18,306",17525.98,18306.46,-246.35,-1.35,-4.26,3.34,3.3,3,1,0,11,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-06-18 9:00,2022-06-18 12:20,3:20,200,,"18,060",17522.64,18337.65,147.44,0.82,-2.98,3.1,3.13,3,0,1,9,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-06-20 20:10,2022-06-21 1:30,5:20,320,,"18,208",17910.51,18477.3,142.62,0.78,-1.63,3.21,3.24,3,0,2,20,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-06-22 18:00,2022-06-22 19:30,1:30,90,,"18,350",18276.69,18900.68,536.33,2.92,-0.4,3.07,3.16,3,0,3,18,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-06-25 14:20,2022-06-25 19:30,5:10,310,,"18,887",18322.13,19147.45,-248.23,-1.31,-2.99,3.43,3.39,3,1,0,14,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-06-27 0:20,2022-06-27 2:10,1:50,110,,"18,638",18395.78,18852.82,200.41,1.08,-1.3,3.26,3.3,3,0,1,0,0,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-06-27 15:40,2022-06-27 17:30,1:50,110,,"18,839",18471.6,19118.7,206.89,1.1,-1.95,3.2,3.24,3,0,2,15,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-07-01 5:20,2022-07-01 7:30,2:10,130,,"19,046",18311.91,19358.3,-224.6,-1.18,-3.85,2.91,2.88,3,1,0,5,0,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-07-08 10:50,2022-07-08 16:30,5:40,340,,"18,821",18611.65,19197.33,231.9,1.23,-1.11,2.89,2.93,3,0,1,10,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-07-08 23:00,2022-07-08 23:30,0:30,30,,"19,053",19038.6,19624.46,556.87,2.92,-0.07,3.16,3.25,3,0,2,23,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-07-08 23:50,2022-07-09 4:50,5:00,300,,"19,610",19343.83,19971.87,158.88,0.81,-1.36,3.12,3.15,3,0,3,23,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-07-12 15:10,2022-07-12 17:10,2:00,120,,"19,769",19429.97,20012.87,164.52,0.83,-1.71,3.05,3.08,3,0,4,15,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-07-12 21:10,2022-07-12 21:30,0:20,20,,"19,933",19721.65,20531.14,582.6,2.92,-1.06,3.04,3.13,3,0,5,21,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-07-13 1:30,2022-07-13 3:00,1:30,90,,"20,516",19729.19,21014.48,354.55,1.73,-3.83,3.19,3.25,3,0,6,1,0,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-07-13 14:30,2022-07-13 15:50,1:20,80,,"20,870",19874.02,20985.4,-488.56,-2.34,-4.77,3.19,3.12,3,1,0,14,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-07-17 9:30,2022-07-17 10:10,0:40,40,,"20,382",19378.7,20836.81,345.45,1.69,-4.92,4.33,4.41,3,0,1,9,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-07-17 11:10,2022-07-17 12:30,1:20,80,,"20,727",19723.13,21135.29,-78.1,-0.38,-4.84,4.4,4.39,3,1,0,11,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-07-17 13:30,2022-07-17 13:50,0:20,20,,"20,649",20585.28,21268.55,603.52,2.92,-0.31,4.27,4.4,3,0,1,13,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-07-17 15:00,2022-07-17 15:40,0:40,40,,"21,253",20748.47,21724.87,114.49,0.54,-2.37,4.35,4.38,3,0,2,15,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-07-17 17:30,2022-07-17 19:10,1:40,100,,"21,367",20366.44,21713.84,71.54,0.33,-4.68,4.12,4.14,3,0,3,17,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-07-17 23:00,2022-07-18 2:10,3:10,190,,"21,439",19295.5,21523.85,-1398.51,-6.52,-10,4.23,3.96,3,1,0,23,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-07-18 8:10,2022-07-18 9:30,1:20,80,,"20,040",19977.77,20641.33,585.72,2.92,-0.31,4.23,4.36,3,0,1,8,0,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-07-18 10:30,2022-07-18 11:50,1:20,80,,"20,626",20219.67,20903.43,261.9,1.27,-1.97,4.22,4.28,3,0,2,10,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-07-18 14:00,2022-07-18 14:50,0:50,50,,"20,888",20574.63,21268.72,315.47,1.51,-1.5,4.21,4.28,3,0,3,14,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-07-18 17:10,2022-07-18 17:40,0:30,30,,"21,203",20951.92,21658.16,250.5,1.18,-1.19,4.5,4.56,3,0,4,17,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-07-18 18:20,2022-07-18 22:30,4:10,250,,"21,454",20040.59,21919.4,-850.51,-3.96,-6.59,4.45,4.28,3,1,0,18,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-07-19 2:40,2022-07-19 5:30,2:50,170,,"20,603",20349.5,20873.72,254.85,1.24,-1.23,4.32,4.38,3,0,1,2,0,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-07-20 2:30,2022-07-20 3:30,1:00,60,,"20,858",20794.85,21365.87,491.78,2.36,-0.3,4.38,4.49,3,0,2,2,0,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-07-20 9:50,2022-07-20 11:20,1:30,90,,"21,350",20898.47,21575.73,113.02,0.53,-2.11,4.41,4.44,3,0,3,9,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-07-20 18:30,2022-07-20 22:50,4:20,260,,"21,463",18796.06,21639.56,-1814.05,-8.45,-12.43,4.45,4.08,3,1,0,18,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-07-21 16:30,2022-07-21 17:00,0:30,30,,"19,649",19430.63,20041.02,377.17,1.92,-1.11,3.86,3.94,3,0,1,16,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-07-22 17:20,2022-07-22 21:20,4:00,240,,"20,026",19058.08,20201.56,-410.89,-2.05,-4.83,4.2,4.12,3,1,0,17,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-07-22 21:50,2022-07-22 23:10,1:20,80,,"19,615",19501.9,20043.62,315.07,1.61,-0.58,3.98,4.05,3,0,1,21,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-07-23 11:00,2022-07-23 20:20,9:20,560,,"19,930",19014.54,20215.46,-429.88,-2.16,-4.59,3.98,3.9,3,1,0,11,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-07-27 22:10,2022-07-28 0:10,2:00,120,,"19,500",19437.44,20085.3,569.94,2.92,-0.32,4.04,4.16,3,0,1,22,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-07-28 14:20,2022-07-28 14:50,0:30,30,,"20,070",19426.96,20672.34,586.6,2.92,-3.21,4.15,4.27,3,0,2,14,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-07-28 15:50,2022-07-28 16:50,1:00,60,,"20,657",20490.69,21143.58,420.7,2.04,-0.8,4.11,4.2,3,0,3,15,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-07-28 18:50,2022-07-28 19:50,1:00,60,,"21,078",20148,21609.98,-77.25,-0.37,-4.41,4.61,4.6,3,1,0,18,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-07-28 20:00,2022-07-28 22:00,2:00,120,,"21,000",20749.83,21454.01,343.8,1.64,-1.19,4.47,4.55,3,0,1,20,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-07-29 9:00,2022-07-29 11:30,2:30,150,,"21,344",20678.98,21513.56,153.33,0.72,-3.12,4.6,4.64,3,0,2,9,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-07-29 13:20,2022-07-29 15:40,2:20,140,,"21,497",20126.64,21529.7,-322.29,-1.5,-6.38,4.44,4.38,3,1,0,13,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-07-30 1:50,2022-07-30 2:20,0:30,30,,"21,175",21060.85,21602.13,410.8,1.94,-0.54,4.3,4.39,3,0,1,1,0,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-07-30 12:20,2022-07-30 13:30,1:10,70,,"21,586",21569.75,21969.19,366.79,1.7,-0.07,4.32,4.4,3,0,2,12,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-07-30 21:30,2022-07-31 0:50,3:20,200,,"21,953",20768.92,22033.54,-616.14,-2.81,-5.39,4.51,4.39,3,1,0,21,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-08-01 0:40,2022-08-01 2:30,1:50,110,,"21,337",21166.83,21781.85,377.72,1.77,-0.8,4.16,4.24,3,0,1,0,0,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-08-02 19:30,2022-08-02 21:30,2:00,120,,"21,714",21340.65,22004.35,222.53,1.02,-1.72,4.25,4.3,3,0,2,19,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-08-05 14:40,2022-08-05 15:30,0:50,50,,"21,937",21867.95,22594.94,641.16,2.92,-0.31,4.18,4.31,3,0,3,14,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-08-09 15:50,2022-08-09 16:30,0:40,40,,"22,578",22185.05,22829.66,180.86,0.8,-1.74,4.2,4.24,3,0,4,15,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-08-10 5:50,2022-08-10 8:20,2:30,150,,"22,759",21812.57,22986.34,63.63,0.28,-4.16,4.65,4.67,3,0,5,5,0,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-08-10 15:10,2022-08-10 17:00,1:50,110,,"22,822",22299.62,23081.25,103.62,0.45,-2.29,4.96,4.99,3,0,6,15,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-08-11 15:30,2022-08-11 19:10,3:40,220,,"22,926",22137.74,23589.39,-306.34,-1.34,-3.44,5.05,4.99,3,1,0,15,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-08-14 18:50,2022-08-14 20:30,1:40,100,,"22,620",21490.37,22653.38,-236.01,-1.04,-4.99,4.47,4.43,3,2,0,18,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-08-19 1:10,2022-08-19 4:50,3:40,220,,"22,384",21595.7,22663.62,85.02,0.38,-3.52,3.77,3.79,3,0,1,1,0,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-08-19 8:30,2022-08-19 14:40,6:10,370,,"22,469",22201.77,23139.87,591.26,2.63,-1.19,3.59,3.69,3,0,2,8,0,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-08-20 21:10,2022-08-21 0:00,2:50,170,,"23,060",22851.78,23615.63,537.89,2.33,-0.9,3.62,3.71,3,0,3,21,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-08-22 0:10,2022-08-22 3:10,3:00,180,,"23,598",23147,24137.24,273.85,1.16,-1.91,3.81,3.86,3,0,4,0,0,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-08-22 10:10,2022-08-22 10:50,0:40,40,,"23,872",23320.83,24453.55,430.29,1.8,-2.31,3.58,3.65,3,0,5,10,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-08-26 16:30,2022-08-26 19:00,2:30,150,,"24,302",23257.76,24557.46,-514.9,-2.12,-4.3,3.55,3.48,3,1,0,16,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-08-29 1:40,2022-08-29 4:20,2:40,160,,"23,787",23395.59,24292.55,487.18,2.05,-1.65,3.18,3.25,3,0,1,1,0,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-08-30 16:00,2022-08-30 20:00,4:00,240,,"24,274",22727.09,24325.64,-1008.68,-4.16,-6.37,3.49,3.35,3,1,0,16,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-08-31 10:50,2022-08-31 12:10,1:20,80,,"23,266",22752.25,23682.18,274.87,1.18,-2.21,3.75,3.8,3,0,1,10,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-09-01 2:40,2022-09-01 4:00,1:20,80,,"23,541",23317.14,24246.73,688.03,2.92,-0.95,3.43,3.53,3,0,2,2,0,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-09-05 20:30,2022-09-06 2:50,6:20,380,,"24,229",24006.94,24955.4,708.14,2.92,-0.91,3.57,3.68,3,0,3,20,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-09-06 4:00,2022-09-06 6:00,2:00,120,,"24,937",24776.02,25684.79,728.84,2.92,-0.64,3.51,3.62,3,0,4,4,0,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-09-06 19:10,2022-09-06 22:40,3:30,210,,"25,666",24967.42,25797.15,36.9,0.14,-2.72,3.4,3.41,3,0,5,19,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-09-11 18:00,2022-09-11 18:50,0:50,50,,"25,702",25556.65,26379.02,593.59,2.31,-0.57,4.06,4.16,3,0,6,18,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-09-12 2:30,2022-09-12 3:20,0:50,50,,"26,296",25897.33,27084.9,768.57,2.92,-1.52,4.16,4.28,3,0,7,2,0,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-09-12 4:10,2022-09-12 8:40,4:30,270,,"27,065",25502.59,27237.02,-682.47,-2.52,-5.77,4.21,4.11,3,1,0,4,0,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-09-12 15:40,2022-09-12 18:30,2:50,170,,"26,382",25561.47,27163.23,227.22,0.86,-3.11,3.95,3.99,3,0,1,15,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-09-13 14:30,2022-09-13 18:10,3:40,220,,"26,609",24502.63,26791.34,-1250.64,-4.7,-7.92,3.95,3.77,3,1,0,14,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-09-14 4:20,2022-09-14 4:50,0:30,30,,"25,359",24688.1,26119.45,741.17,2.92,-2.64,3.5,3.6,3,0,1,4,0,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-09-14 16:20,2022-09-14 16:50,0:30,30,,"26,100",26003.14,26697.59,500.6,1.92,-0.37,3.38,3.45,3,0,2,16,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-09-15 16:30,2022-09-15 18:30,2:00,120,,"26,600",25872.76,26895.09,195.87,0.74,-2.74,3.38,3.41,3,0,3,16,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-09-16 18:20,2022-09-16 21:40,3:20,200,,"26,796",26528.33,27437.4,620.48,2.32,-1,3.24,3.32,3,0,4,18,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-09-18 11:50,2022-09-18 12:20,0:30,30,,"27,417",27396.27,28127.92,690.01,2.52,-0.07,3.37,3.46,3,0,5,11,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-09-18 16:40,2022-09-18 21:50,5:10,310,,"28,107",26700.71,28239.66,-657.25,-2.34,-5,3.65,3.57,3,1,0,16,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-09-19 4:30,2022-09-19 7:00,2:30,150,,"27,450",26939.21,28082.08,203.57,0.74,-1.86,3.36,3.39,3,0,1,4,0,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-09-21 14:50,2022-09-21 16:00,1:10,70,,"27,653",26783.39,28172.73,35.68,0.13,-3.15,3.58,3.59,3,0,2,14,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-09-21 16:40,2022-09-21 19:40,3:00,180,,"27,689",25923.96,27826.64,-912.91,-3.3,-6.37,3.49,3.38,3,1,0,16,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-09-21 20:10,2022-09-21 20:30,0:20,20,,"26,776",26755.86,27579.21,782.59,2.92,-0.07,3.27,3.37,3,0,1,20,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-09-21 23:10,2022-09-22 1:00,1:50,110,,"27,559",27013.34,27887.55,46.05,0.17,-1.98,3.15,3.16,3,0,2,23,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-09-25 15:40,2022-09-25 16:10,0:30,30,,"27,605",27341.21,28231.01,524.44,1.9,-0.95,3.41,3.48,3,0,3,15,1,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-09-28 4:20,2022-09-28 8:00,3:40,220,,"28,129",27933.88,28717.08,566.53,2.01,-0.69,3.23,3.3,3,0,4,4,0,,,,,,,,,,,,
f3aef9c8-6bf0-4226-8478-a1505e87d281,PYRUSDT,2022-09-29 14:30,2022-09-29 16:40,2:10,130,,"28,696",27638.58,28753.68,-281.78,-0.98,-3.68,3.6,3.57,3,1,0,14,1,,,,,,,,,,,,
